CODIGO,GENERO,ESTUDIANTE,FACULTAD,PROGRAMA,SEDE,JORNADA,SEMESTRE,PERIODO
104723020751,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
102523021234,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
101523021235,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Contaduría Pública,POPAYAN,DIURNO,2,2023.2
104723020755,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020756,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020757,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020758,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020759,F,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020760,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,1,2023.2
104723020761,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020762,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
104723020763,M,Regular,Facultad de Ingeniería Electrónica y Telecomunicaciones,Ingeniería en Automática Industrial,POPAYAN,DIURNO,2,2023.2
100223020990,M,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223020991,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,1,2023.2
100223020992,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223020993,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223020994,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223020995,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223020996,M,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223020997,M,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223020998,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223020999,M,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223021000,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223021001,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223021002,M,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223021003,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223021004,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,2,2023.2
100223021005,F,Regular,Facultad de Ciencias de la Salud,Medicina,POPAYAN,DIURNO,1,2023.2
103123020351,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020352,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020353,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020354,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020355,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020356,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020357,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020358,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020359,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020360,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020361,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020362,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020363,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020364,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020366,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020367,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020368,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020370,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020371,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020372,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020373,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020374,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020375,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020376,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020377,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020378,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020379,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020380,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020381,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020382,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020383,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020385,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020386,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020387,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
103123020388,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,1,2023.2
103123020389,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Ciencia Política,POPAYAN,DIURNO,2,2023.2
100123020390,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020391,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020392,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020393,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,1,2023.2
100123020394,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,1,2023.2
100123020395,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020396,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020397,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020398,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,1,2023.2
100123020399,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020400,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020401,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,1,2023.2
102223021142,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021143,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021144,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021145,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,2,2023.2
102223021146,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
102223021147,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Ingeniería Física,POPAYAN,DIURNO,1,2023.2
100123020402,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020403,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020404,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020405,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,1,2023.2
100123020406,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020407,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020408,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020409,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020410,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020411,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020412,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020413,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,3,2023.2
100123020414,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020415,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,3,2023.2
100123020416,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020417,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020418,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020419,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020420,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020421,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020422,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020423,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020424,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020425,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020426,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020427,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020428,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
100123020429,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho,POPAYAN,DIURNO,2,2023.2
104823021192,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,1,2023.2
104823021193,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021194,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021195,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021196,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021197,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021198,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021199,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021200,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021201,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021202,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021203,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021204,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021205,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
104823021206,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Comunicación Social,POPAYAN,DIURNO,2,2023.2
100123021207,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho Nocturno - Sede Santander de Quilichao,SANTANDER DE QUILICHAO,DIURNO,2,2023.2
100123021208,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho Nocturno - Sede Santander de Quilichao,SANTANDER DE QUILICHAO,DIURNO,2,2023.2
100123021209,F,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho Nocturno - Sede Santander de Quilichao,SANTANDER DE QUILICHAO,DIURNO,2,2023.2
100123021210,M,Regular,"Facultad de Derecho, Ciencias Políticas y Sociales",Derecho Nocturno - Sede Santander de Quilichao,SANTANDER DE QUILICHAO,DIURNO,2,2023.2
101723020268,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020269,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020270,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020271,F,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020272,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020273,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020274,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020275,F,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020276,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020277,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020278,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020279,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020280,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020281,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020282,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020283,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020284,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020285,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020286,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020287,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020288,F,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020289,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020290,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
101723020291,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,0,2023.2
101723020292,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,0,2023.2
101723020293,F,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020294,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020295,M,Primiparo,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,2,2023.2
101723020296,M,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,0,2023.2
101723020297,F,Regular,"Facultad de Ciencias Naturales, Exactas y de la Educación",Matemáticas,POPAYAN,DIURNO,1,2023.2
100923020298,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020299,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020300,F,Regular,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020301,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020302,M,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020303,M,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020304,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,1,2023.2
100923020305,M,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020306,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020307,M,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,1,2023.2
100923020308,F,Regular,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020309,M,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020310,M,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020311,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,1,2023.2
100923020312,M,Regular,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020313,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020314,M,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,1,2023.2
100923020315,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020316,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,1,2023.2
100923020317,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
100923020318,F,Primiparo,Facultad de Artes,Artes Plásticas,POPAYAN,DIURNO,2,2023.2
104123020549,M,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
104123020550,M,Regular,Facultad de Ciencias de la Salud,Fonoaudiología,POPAYAN,DIURNO,2,2023.2
102523020146,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020147,F,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020148,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020149,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020150,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020151,F,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,3,2023.2
102523020152,F,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020153,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020154,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020155,F,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020156,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020157,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020158,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020159,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020160,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020161,F,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,1,2023.2
102523020162,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,1,2023.2
102523020163,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,1,2023.2
102523020164,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020165,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,1,2023.2
102523020166,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020167,F,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,1,2023.2
102523020168,F,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020169,F,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020170,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020171,F,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020172,M,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020173,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,1,2023.2
102523020174,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,1,2023.2
102523020175,F,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020176,F,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020177,F,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020178,F,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020179,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,1,2023.2
102523020180,F,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,1,2023.2
102523020181,M,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020182,F,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020183,F,Regular,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
102523020184,F,Primiparo,Facultad de Ciencias Contables Económicas y Administrativas,Administración de Empresas,POPAYAN,DIURNO,2,2023.2
